timestamp,open,high,low,close
2025-07-22 18:00:00,3446.199951171875,3447.0,3440.0,3442.60009765625
2025-07-22 19:00:00,3442.800048828125,3444.300048828125,3441.0,3442.199951171875
2025-07-22 20:00:00,3442.10009765625,3444.800048828125,3441.5,3443.89990234375
2025-07-22 21:00:00,3443.89990234375,3445.199951171875,3440.60009765625,3444.0
2025-07-22 23:00:00,3444.300048828125,3445.199951171875,3441.300048828125,3441.800048828125
2025-07-23 00:00:00,3442.10009765625,3446.89990234375,3438.300048828125,3439.39990234375
2025-07-23 01:00:00,3439.300048828125,3451.699951171875,3439.0,3442.199951171875
2025-07-23 02:00:00,3442.10009765625,3443.60009765625,3434.89990234375,3435.10009765625
2025-07-23 03:00:00,3435.10009765625,3438.89990234375,3433.300048828125,3436.89990234375
2025-07-23 04:00:00,3436.800048828125,3442.699951171875,3436.800048828125,3437.5
2025-07-23 05:00:00,3436.800048828125,3438.699951171875,3435.10009765625,3436.699951171875
2025-07-23 06:00:00,3436.800048828125,3436.89990234375,3429.800048828125,3434.0
2025-07-23 07:00:00,3434.5,3438.800048828125,3433.199951171875,3438.0
2025-07-23 08:00:00,3437.800048828125,3443.10009765625,3433.5,3434.300048828125
2025-07-23 09:00:00,3434.39990234375,3440.800048828125,3434.10009765625,3440.300048828125
2025-07-23 10:00:00,3440.199951171875,3445.800048828125,3440.10009765625,3444.199951171875
2025-07-23 11:00:00,3444.199951171875,3444.60009765625,3433.39990234375,3435.199951171875
2025-07-23 12:00:00,3435.199951171875,3442.800048828125,3432.39990234375,3440.5
2025-07-23 13:00:00,3440.5,3442.0,3429.39990234375,3429.89990234375
2025-07-23 14:00:00,3429.800048828125,3430.5,3414.60009765625,3422.699951171875
2025-07-23 15:00:00,3422.699951171875,3430.0,3419.89990234375,3422.89990234375
2025-07-23 16:00:00,3422.800048828125,3425.800048828125,3406.300048828125,3406.300048828125
2025-07-23 17:00:00,3406.5,3406.5,3390.60009765625,3396.199951171875
2025-07-23 18:00:00,3396.10009765625,3404.0,3394.10009765625,3402.300048828125
2025-07-23 19:00:00,3402.300048828125,3405.0,3400.60009765625,3402.699951171875
2025-07-23 20:00:00,3402.800048828125,3405.199951171875,3399.199951171875,3400.39990234375
2025-07-23 21:00:00,3400.5,3400.699951171875,3396.60009765625,3397.5
2025-07-23 23:00:00,3398.60009765625,3401.10009765625,3394.89990234375,3395.300048828125
2025-07-24 00:00:00,3395.300048828125,3399.199951171875,3394.89990234375,3397.10009765625
2025-07-24 01:00:00,3397.199951171875,3400.300048828125,3395.5,3399.10009765625
2025-07-24 02:00:00,3399.199951171875,3400.300048828125,3389.800048828125,3392.89990234375
2025-07-24 03:00:00,3393.0,3394.199951171875,3385.5,3388.800048828125
2025-07-24 04:00:00,3388.89990234375,3390.800048828125,3379.10009765625,3388.800048828125
2025-07-24 05:00:00,3388.5,3390.0,3385.800048828125,3387.39990234375
2025-07-24 06:00:00,3387.5,3387.699951171875,3380.699951171875,3385.199951171875
2025-07-24 07:00:00,3385.300048828125,3385.60009765625,3376.39990234375,3381.10009765625
2025-07-24 08:00:00,3381.10009765625,3383.199951171875,3370.699951171875,3372.60009765625
2025-07-24 09:00:00,3372.60009765625,3379.39990234375,3370.10009765625,3374.5
2025-07-24 10:00:00,3374.199951171875,3375.10009765625,3366.89990234375,3368.800048828125
2025-07-24 11:00:00,3368.800048828125,3372.60009765625,3367.300048828125,3368.699951171875
2025-07-24 12:00:00,3368.89990234375,3371.10009765625,3365.39990234375,3366.39990234375
2025-07-24 13:00:00,3366.300048828125,3370.0,3356.199951171875,3357.300048828125
2025-07-24 14:00:00,3357.39990234375,3375.89990234375,3355.199951171875,3370.60009765625
2025-07-24 15:00:00,3370.60009765625,3381.199951171875,3369.699951171875,3377.699951171875
2025-07-24 16:00:00,3377.5,3378.89990234375,3374.0,3375.60009765625
2025-07-24 17:00:00,3375.60009765625,3376.89990234375,3369.800048828125,3369.89990234375
2025-07-24 18:00:00,3369.800048828125,3374.800048828125,3369.0,3372.699951171875
2025-07-24 19:00:00,3372.699951171875,3376.5,3370.0,3375.0
2025-07-24 20:00:00,3374.89990234375,3376.5,3373.800048828125,3374.300048828125
2025-07-24 21:00:00,3374.39990234375,3374.699951171875,3370.699951171875,3371.300048828125
2025-07-24 23:00:00,3372.10009765625,3372.699951171875,3367.60009765625,3370.5
2025-07-25 00:00:00,3370.300048828125,3373.699951171875,3368.300048828125,3371.800048828125
2025-07-25 01:00:00,3371.699951171875,3376.60009765625,3370.699951171875,3375.199951171875
